row,col,refl_728,area_frac,n_puntos
591,736,0.3910999894142151,1.0,0
591,737,0.3903000056743622,1.0,0
591,738,0.3578999936580658,1.0,0
591,739,0.38659998774528503,1.0,0
591,741,0.4004000127315521,1.0,0
591,742,0.400299996137619,1.0,0
591,743,0.42829999327659607,1.0,0
591,744,0.4401000142097473,1.0,0
591,746,0.47440001368522644,1.0,0
591,747,0.4788999855518341,1.0,0
592,734,0.4749999940395355,1.0,0
592,735,0.46149998903274536,1.0,0
592,736,0.4244000017642975,1.0,0
592,737,0.39559999108314514,1.0,0
592,738,0.39579999446868896,1.0,0
592,739,0.40230000019073486,1.0,0
592,740,0.4050000011920929,1.0,0
592,741,0.41690000891685486,1.0,0
592,742,0.42489999532699585,1.0,0
592,744,0.47620001435279846,1.0,0
593,735,0.47749999165534973,1.0,0
593,736,0.4731000065803528,1.0,0
593,737,0.4262000024318695,1.0,0
593,738,0.413100004196167,1.0,0
593,740,0.42750000953674316,1.0,0
593,741,0.45010000467300415,1.0,0
593,742,0.4620000123977661,1.0,0
593,744,0.49160000681877136,1.0,0
593,746,0.4830999970436096,1.0,0
593,747,0.4950999915599823,1.0,0
594,734,0.49470001459121704,1.0,0
594,735,0.4851999878883362,1.0,0
594,736,0.48019999265670776,1.0,0
594,737,0.4672999978065491,1.0,0
594,741,0.4821999967098236,1.0,0
594,743,0.49380001425743103,1.0,0
594,745,0.503600001335144,1.0,0
594,746,0.5027999877929688,1.0,0
594,747,0.492000013589859,1.0,0
595,733,0.47760000824928284,1.0,0
595,734,0.5034000277519226,1.0,0
595,735,0.4959000051021576,1.0,0
595,736,0.4781000018119812,1.0,0
595,737,0.46889999508857727,1.0,0
595,741,0.4796999990940094,1.0,0
595,744,0.5175999999046326,1.0,0
595,747,0.49140000343322754,1.0,0
595,748,0.5026000142097473,1.0,0
596,732,0.4884999990463257,1.0,0
596,736,0.4771000146865845,1.0,0
596,737,0.4871000051498413,1.0,0
596,739,0.4675999879837036,1.0,0
596,740,0.48170000314712524,1.0,0
596,741,0.47749999165534973,1.0,0
596,742,0.47600001096725464,1.0,0
596,744,0.517300009727478,1.0,0
596,747,0.4839000105857849,1.0,0
597,736,0.47099998593330383,1.0,0
597,738,0.44859999418258667,1.0,0
597,741,0.4724999964237213,1.0,0
597,743,0.5105999708175659,1.0,0
597,745,0.503000020980835,1.0,0
598,734,0.4848000109195709,1.0,0
598,736,0.4993000030517578,1.0,0
598,740,0.47699999809265137,1.0,0
598,742,0.47189998626708984,1.0,0
599,732,0.5105999708175659,1.0,0
599,736,0.4810999929904938,1.0,0
599,744,0.5109999775886536,1.0,0
600,732,0.5029000043869019,1.0,0
600,738,0.4553999900817871,1.0,0
600,739,0.46939998865127563,1.0,0
600,740,0.4772999882698059,1.0,0
600,741,0.48339998722076416,1.0,0
601,732,0.5001999735832214,1.0,0
601,739,0.46939998865127563,1.0,0
601,740,0.49160000681877136,1.0,0
601,742,0.4936999976634979,1.0,0
603,735,0.46639999747276306,1.0,0
603,737,0.47350001335144043,1.0,0
603,738,0.46239998936653137,1.0,0
603,741,0.48249998688697815,1.0,0
604,732,0.46880000829696655,1.0,0
604,739,0.4645000100135803,1.0,0
604,740,0.48010000586509705,1.0,0
605,735,0.46149998903274536,1.0,0
606,738,0.45350000262260437,1.0,0
